timestamp,abertura,alta,baixa,fechamento,volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Superior,BB_Medio,BB_Inferior
2025-03-26 03:12:00,0.882025,0.882215,0.881965,0.882035,0,,,0.882035,0.882035,,0.0,0.0,0.0,,,
2025-03-26 03:13:00,0.882035,0.882175,0.881985,0.882155,0,,,0.8820464285714286,0.8820397058823529,,9.572649572686664e-06,1.914529914537333e-06,7.658119658149332e-06,,,
2025-03-26 03:14:00,0.882155,0.882165,0.882035,0.882055,0,,,0.8820472448979592,0.8820403056516725,,8.986290695678356e-06,3.328882070765538e-06,5.657408624912818e-06,,,
2025-03-26 03:15:00,0.882045,0.882065,0.881905,0.881915,0,,,0.8820346501457725,0.8820353917045481,,-2.743606324018266e-06,2.1143843918087774e-06,-4.857990715827043e-06,,,
2025-03-26 03:16:00,0.881915,0.882035,0.881915,0.881995,0,,,0.8820308739414132,0.8820338077161346,,-5.520664031033462e-06,5.873747072403294e-07,-6.108038738273792e-06,,,
2025-03-26 03:17:00,0.881965,0.881985,0.881805,0.881895,0,,,0.8820179335660405,0.8820283642762862,,-1.5610715920710838e-05,-2.652243418349904e-06,-1.2958472502360934e-05,,,
2025-03-26 03:18:00,0.881855,0.882035,0.881855,0.882025,0,,,0.8820186065597508,0.8820282323438828,,-1.2967756963466748e-05,-4.7153461273732736e-06,-8.252410836093474e-06,,,
2025-03-26 03:19:00,0.882015,0.882175,0.882005,0.882145,0,,,0.8820306440302508,0.8820328114676521,,-1.176632345001316e-06,-4.007603370898882e-06,2.830971025897566e-06,,,
2025-03-26 03:20:00,0.882155,0.882205,0.882085,0.882145,0,,,0.8820415350749888,0.8820372110179402,,8.074837169136373e-06,-1.5911152628918312e-06,9.665952432028203e-06,,,
2025-03-26 03:21:00,0.882155,0.882395,0.882155,0.882375,0,,,0.8820732936392757,0.8820504576446876,,3.3578696906233496e-05,5.442847170933234e-06,2.8135849735300262e-05,,,
2025-03-26 03:22:00,0.882355,0.882385,0.882205,0.882255,0,,,0.8820905990069636,0.8820584789135234,,4.3605040610072976e-05,1.3075285858761181e-05,3.0529754751311795e-05,,,
2025-03-26 03:23:00,0.882275,0.882485,0.882235,0.882435,0,,,0.8821233991015386,0.8820732444463264,,6.532248891821801e-05,2.352472647065255e-05,4.1797762447565464e-05,,,
2025-03-26 03:24:00,0.882425,0.882475,0.882225,0.882225,0,,,0.8821330753775826,0.8820791956445097,,6.484103116632944e-05,3.1787987409787925e-05,3.305304375654152e-05,,,
2025-03-26 03:25:00,0.882235,0.882445,0.882095,0.882415,0,,,0.8821599253416224,0.8820923644427642,61.046511627906185,7.88815867034387e-05,4.120670726851808e-05,3.767487943492062e-05,,,
2025-03-26 03:26:00,0.882415,0.882415,0.882265,0.882345,0,,,0.8821775514995631,0.8821022717195186,58.659217877097156,8.33990409083718e-05,4.964517399648883e-05,3.375386691188297e-05,,,
2025-03-26 03:27:00,0.882315,0.882405,0.882205,0.882215,0,,,0.8821811180234143,0.8821066924364003,51.666666666665435,7.561757008978098e-05,5.4839653215147264e-05,2.077791687463372e-05,,,
2025-03-26 03:28:00,0.882215,0.882245,0.882125,0.882175,0,,,0.8821805353545177,0.8821093711643846,53.44827586206973,6.546835426224362e-05,5.696539342456654e-05,8.502960837677082e-06,,,
2025-03-26 03:29:00,0.882195,0.882455,0.882195,0.882315,0,,,0.8821933415112302,0.882117435040291,61.49425287356439,6.793870249699463e-05,5.916005523905216e-05,8.77864725794247e-06,,,
2025-03-26 03:30:00,0.882315,0.882475,0.882285,0.882405,0,,,0.8822134994625416,0.8821287120975346,61.71428571428836,7.627941746723987e-05,6.258392768468971e-05,1.3695489782550167e-05,,,
